X1,X2,Center
4.234578830289256,12.426244665752698,0
-0.11466011741396054,8.726398266259755,0
0.19561132674006343,10.139255586186906,0
-2.295508694168965,7.869648695336739,0
-1.8542927713383357,8.495603849325875,0
-3.9929891027138606,7.977605633934419,0
-1.418613742468371,5.647027028727893,0
-2.6486220664119307,7.29856954682418,0
-3.9259355018384494,7.978907248887463,0
-5.135028241596039,8.423169255879518,0
-0.6666438251411657,8.094661387023729,0
-4.5369350408830424,4.856387263361949,0
-4.670368323363359,8.132994070888804,0
-3.506699930648961,6.875092670187427,0
-2.809891566411123,12.6293496015544,0
-0.5303417641719661,9.438301938418189,0
-4.462614756232775,11.959826900898147,0
-2.170411206128207,6.508663896486759,0
-4.156551257080829,8.870668724583103,0
-2.9784202176092816,6.384815397212929,0
-1.4010916039268997,6.829839173384635,0
-2.0434417691143523,7.7837561222361344,0
-5.225949783774635,6.005776361401829,0
-4.215274548901293,6.672056937983955,0
0.8057857656626806,12.518908204968316,0
-4.258723021419681,11.912344982857503,0
-1.3805006504589923,11.600933285721045,0
2.4279036639778306,5.003596202039093,0
-2.4855812386781295,10.602275062573517,0
1.0647077074408453,9.562170022089777,0
-0.18894487153817696,9.18146747863872,0
-2.5179544544495562,5.571180194861085,0
-3.6964054243220996,9.124074047861809,0
-1.7144254932492804,10.040747131355813,0
-3.2940744683583802,6.090313018267815,0
1.1256308920616664,7.467979176509588,0
1.8564248408928536,9.550350793226578,0
-1.238725092117427,5.549148012760064,0
-3.126770645069083,4.695465241229002,0
-0.4384729011752104,6.34856370545525,0
-1.097056240513045,10.787257717635734,0
-0.2881804226547331,8.858187230702418,0
-4.537233457166417,7.922022287805752,0
0.006531802454585289,11.420495702146543,0
-2.9839761000845066,11.427675453180147,0
-0.5979490617794063,9.60264246052547,0
-3.1870902272494135,7.8776111586004305,0
-2.121881741313569,6.85044299845754,0
-2.7885925531321796,7.687104781060459,0
-4.129886593526377,8.199377597655797,0
-6.88358647256055,12.752628637863056,0
-5.6729130383413136,8.685003097436564,0
1.5702218398491183,7.527114156741212,0
-6.088900596979991,10.004154989819929,0
2.412789121741352,11.37843670180136,0
-6.025765377277128,10.149814811593007,0
-4.082794601810182,8.818953963418993,0
-3.6427011436587913,7.163807024520683,0
-1.9733914146796174,8.476546618183043,0
-0.7748257807921233,5.139477791544552,0
0.8947775858787925,8.753114938600048,0
-3.7537392489280563,5.510012076916844,0
-2.008871208188726,8.393492421493937,0
-6.299891043607135,5.04487865644124,0
-4.03364570869624,8.972741268574689,0
-5.86100820872349,8.902970730788944,0
-6.0275850460783085,8.20044840193428,0
-2.0518615645372185,10.382372978840312,0
-6.353096868827951,7.30102899490877,0
-5.5246221710349985,9.019665201325124,0
-0.7638423750502858,4.0157742145007065,0
-2.2877383562782643,8.492610209067392,0
-3.1248937901754665,7.128085897254772,0
-7.6821448392332945,8.719690496122505,0
-0.6326419071738252,6.703486442793153,0
-1.5839781007882183,8.332427159130924,0
-0.8744650337591624,9.151464496924877,0
-5.468315766079855,6.5248392438448715,0
-8.712127216110762,7.693795872455592,0
-0.5044849232136812,14.072501298542333,0
-2.8715896446317037,7.091908257470652,0
-2.477968850552099,7.74604933849789,0
-2.96011087791211,10.555757187806282,0
-0.19643813243159425,1.3579917299450246,0
2.3727557408979463,8.979830126571326,0
-3.486880845237292,6.970740641061451,0
-1.1138448031188553,13.019008700640303,0
0.894499245457403,7.315310986618861,0
-1.731016259582995,7.530499772002414,0
-0.21017340835740272,8.333929369139577,0
-3.9407970218744044,6.577238012438903,0
-0.48875889277655427,10.940845280606311,0
-3.5044542627830584,7.744343476617072,0
-0.047207842540961664,9.566485112477867,0
-3.2946852569378584,6.649135708217173,0
3.66854200556089,7.372739143100633,0
-1.4705731913547186,6.5137466851945,0
-2.361336433979085,7.305300016560745,0
4.007751609731805,11.421919115346771,0
-0.12424718119676559,7.380825259092017,0
-6.479473392725975,8.383489906302591,0
0.3951291821407845,8.966140954574579,0
3.3724746672618613,8.592117960247672,0
-2.0751926557875358,9.27709014893249,0
-4.614244584140411,8.151311755408823,0
-3.9008612807425784,7.95332841299967,0
-0.8755569941928028,12.826931111849754,0
0.6888163217103149,7.621671662835284,0
2.746250772458538,8.403408058020807,0
-1.267501608878119,10.037451163484722,0
-4.988653914453472,3.314813893734864,0
-3.5806584766543756,9.485656436891801,0
-0.47349031137271824,8.543733665743366,0
-0.6043486503237596,8.740194163451195,0
-1.8260417768049164,9.031792110237937,0
-5.262818060438583,6.5371837211025845,0
-0.7129999190818825,6.415087540798053,0
-3.9862565052524497,9.487350177756332,0
-2.4407247019332745,6.334916552523653,0
-4.671656023662957,5.15537544117011,0
-5.027430650504547,8.883495958046069,0
-1.3755628842729708,3.0542500054438078,0
-3.3680386191326006,6.585778807558634,0
-4.473688881932379,6.0906502705223176,0
-2.1710110812259926,9.589181687307017,0
6.125645419787444,3.6573423485696583,1
8.333231743309758,1.1284265559352173,1
4.267317166604689,3.406457711952157,1
9.360677285575314,1.0679061509132015,1
9.66768215132017,3.480854269206306,1
9.498478960480517,2.5756884307917383,1
9.344403420511231,1.8399342909954544,1
8.239758270539268,7.586364702939188,1
8.818632112495079,0.16095767426424734,1
7.486514234269032,1.062353617876242,1
9.359631825515113,1.0444861766528661,1
7.837318055929473,2.029629493310968,1
8.762585791325629,2.1342593731099915,1
9.599751143473977,2.0491907557125555,1
12.258113462683411,0.8088312279952674,1
9.897858674082864,1.4972824642861677,1
7.751745249970369,3.6356022244932635,1
7.732840246792372,-0.7444244062602472,1
5.826598052394534,2.2974615310110265,1
8.190197736815707,6.326341234435983,1
9.3462941644439,4.341665233213952,1
6.918259975312514,2.390780308186254,1
6.110373990941872,0.5337253459989606,1
6.756268778558393,4.202582522010472,1
9.084307204809983,0.7785211682996662,1
8.191160785868608,-0.6436522624395131,1
11.189065297448952,2.6600281699233674,1
7.550701800430014,4.956461541128998,1
10.796284014795097,1.735405620343998,1
8.978601508980214,1.9251678341445806,1
10.05748119217533,2.255532675089344,1
11.859129970301879,-2.655286114344462,1
9.48924852028125,0.3096264785253795,1
10.688274702556866,5.006139824869083,1
10.568388449732685,0.8689923566530025,1
7.56957029936272,-0.9386310312924464,1
7.035940166742469,4.738792871150714,1
7.324442747652453,2.9208761572656625,1
10.641460644522153,3.9979934303412916,1
5.30664230311403,3.0155463710163146,1
9.599829613553979,4.2073546146454746,1
9.044256658350863,6.218051437461817,1
10.152453543593223,1.2156794061781644,1
9.862956406650307,3.3591441203574792,1
12.455410382952483,2.4068108508122457,1
10.129518407778319,1.4365531149593398,1
7.580689827033156,2.6047607194104554,1
11.697422124066794,2.5447459645143486,1
5.240369141950119,3.6340632001371533,1
9.67695084905868,-0.26934138631523696,1
10.477860269524456,6.4796889720989395,1
10.763466259454386,2.8689687337611134,1
3.8539551581835587,3.89838005868805,1
2.8341243801249956,-0.5972567001329474,1
6.98818201550809,3.610637136266849,1
5.076480964249397,3.036843495155874,1
5.822911880458594,0.5537318151944826,1
7.331660596448666,2.1613040659663074,1
12.49253702024532,-0.23693280206549527,1
4.185390175048727,-1.2908836160089874,1
6.862604359172506,4.415732278432942,1
7.362565497816244,2.063387456152003,1
10.635749272912431,-1.1777781760079122,1
6.8013037764773205,4.641391404666697,1
9.004864397405589,9.699630570387658,1
7.456388246405602,5.230880163825736,1
10.049535324394881,3.6723526700054614,1
9.087937629800948,5.711504870498723,1
11.570811906997962,3.7211925281613345,1
8.47045801388527,2.1876636453709297,1
10.139580041072945,0.8608528400845887,1
8.504012609300831,3.374540435928498,1
8.07329191534307,5.081238683119053,1
9.194534710761157,2.477735876061076,1
8.529225878562501,1.9944660781812313,1
8.005554711241619,-0.28497253050356575,1
8.229729182389361,0.40317400770141765,1
10.275999435266764,4.875882465282806,1
10.97002620709229,5.49171461752278,1
12.339982937604443,4.6120243761972475,1
8.281470020654544,4.980569278341985,1
13.377495271576645,4.702057035903589,1
10.046640077382994,4.040388530914053,1
6.353464237185782,1.680515151198239,1
6.610874572630879,1.0578003220678287,1
7.648730150342274,-0.5094820444689594,1
10.422037868715758,3.440123439593175,1
6.887426765613587,0.7789845004421385,1
7.523659234518401,3.314972134475105,1
8.829686533528493,2.6623736098915693,1
5.438714846203347,4.380018510816872,1
5.266025806087606,6.569740887745894,1
10.824408663748468,0.05330015842789848,1
6.359034857535509,3.404323775373693,1
12.754633939974404,6.185631979584466,1
7.158499229471866,2.6688137257468605,1
12.337451548718645,-0.9840517141457457,1
7.38341844289563,2.808864315142615,1
10.347787897623782,7.2884141933332725,1
10.614136582584914,4.460666637599298,1
8.491717363681483,2.7040431810896557,1
6.819652734406939,2.9578594242225043,1
10.156438374739537,6.977068231164282,1
4.577591168547286,-0.37194313078736707,1
5.29843115008395,5.2426383332159165,1
6.9915999950675936,3.3288724489356083,1
12.12146933745101,1.8987075722234197,1
6.685186481093004,3.94937409589725,1
3.5279876176890186,3.5213087319515255,1
9.306095363006802,3.2026638676069306,1
7.484680688733527,3.8883669818791575,1
6.009577944574209,1.8061500366345673,1
8.096554703294345,3.7824893020245147,1
10.457508140762108,2.4986051691519084,1
6.8047438179572834,4.622030764151182,1
7.815274303508719,2.032866167787034,1
4.821159308635655,4.202106073265291,1
9.931915308367868,6.993634947872938,1
4.829312452373307,3.185621367768531,1
4.576220223457913,0.0922511760006346,1
9.231168776338013,1.1956552197777384,1
6.8376179529868715,2.0227860889824254,1
6.167440589923548,7.4143226280937276,1
6.0901831290261494,-0.5380138248108484,1
3.7748206097925463,2.6438761438438196,1
-8.033240820559392,2.007406926227709,2
-7.743568329985235,2.9605148460543704,2
-10.886773161228142,4.1550845080183905,2
-12.038973443767098,2.343151419470605,2
-10.091004610314881,5.684881189456988,2
-7.827672807937214,3.4168131924602716,2
-7.8672225479521325,5.20545872074467,2
-9.94598943734702,0.4462024633982673,2
-11.391907239813074,3.5459053999196253,2
-10.7404839027609,6.749579601467325,2
-13.235877550381595,1.2508562013167843,2
-10.525251796541509,5.410168455721372,2
-10.269861613109779,1.4367578538725283,2
-9.158112638446788,3.9173461784296424,2
-10.217408802251361,1.4770973020035503,2
-7.374710713455515,7.183342393525281,2
-7.496317228899371,3.661332089115301,2
-7.268266866761364,4.125443286463093,2
