feature_1,feature_2,target
-3.9662049377136297,-6.984520302127781,0
-2.1785091441711764,-2.137945457763603,2
-0.8572175127071983,-3.9136057882596162,2
7.71901459496141,-4.262991415166364,1
4.0142667273541885,-4.0457095961141585,1
-0.4161709753823294,-5.226420414894737,2
5.454039745888325,-5.64654773845698,1
-0.8680469654003223,-8.471940353027616,0
5.458754049289767,-5.1863265890923955,1
1.004826381284934,-5.0256959231553315,2
-1.0134798853941878,-2.3375756021748755,2
0.1915753166964307,-4.245313443371751,2
5.057707973236911,-3.3863703675813723,1
-1.7445074489269898,-4.704479964436044,2
7.599913722119684,-4.3141068836992265,1
-3.37893199819409,-4.760550236835689,2
7.325168793375743,-4.568191194810313,1
6.753866094518777,-4.289742897085006,1
-1.310788902803651,-3.8402936606791136,2
-0.2647101416771377,-3.05882084560964,2
6.332563900420453,-4.66371026640964,1
-1.7513561569071314,-4.616674265112619,2
0.3133351346306037,-3.6788426384643,2
6.51525835011353,-3.3301890770717204,1
6.169426350051314,-2.9646609084886064,1
7.264930780194398,-5.9280507788124694,1
-0.3328109483937862,-3.5198235559600173,2
5.871396636554903,-3.5170172696460518,1
5.617866779332266,-3.7961854837859343,1
0.5443993990410121,-1.5762784358362736,2
-0.37233750274614696,-2.9066794811271217,2
6.715935104333556,-4.676178154175029,1
-0.1371989317354687,-2.7487042531496995,2
0.21644835392592188,-4.011974056280511,2
5.772177423220255,-6.43225913547886,1
-0.2955802070174136,-9.20405811459308,0
-2.3961843365420172,-10.925588757021348,0
-0.005303920894229486,-5.966089993485424,2
-1.7017340292553365,-7.584199772309152,0
-2.3276503687732637,-9.08823345768293,0
-1.5584341743019516,-4.0966873649325555,2
-1.763535154553087,-9.152871974896465,0
-3.2964366813979713,-8.916662047956946,0
5.8974707453575075,-4.126479780214337,1
6.350339805630337,-5.349411936239951,1
-1.2639745643236389,-4.202501346209424,2
-1.6274754120717727,-9.875458379575997,0
-1.7944468391706043,-4.42166553152169,2
0.10337479379449732,-4.1533812935712735,2
-3.3383740306599154,-8.281013661167316,0
-0.4150790767888771,-4.304857666756509,2
-1.2495098712931936,-10.721031753605548,0
5.336504169692836,-2.909022565406322,1
-1.3211258512841537,-1.6850419870561342,2
-1.820996900258769,-8.708657802635399,0
-1.792186338048492,-8.634725781420828,0
-0.40017181030915017,-4.461097666462699,2
-1.299527431177966,-5.34049928473366,2
-2.333567573591661,-5.009180313643306,2
6.0186205859507345,-3.3402320818326183,1
-0.41649977810788064,-3.7112079212296307,2
-0.9676962080238821,-3.034476476011088,2
-1.6319263705515874,-8.594779688873304,0
-2.1005852163476884,-2.832735731078255,2
-0.5079641578324678,-4.01793626892074,2
-1.8478434698300865,-9.911566306863085,0
-0.6899968584329192,-8.667557020159022,0
-1.9439591075157168,-2.1075320681170506,2
5.845110045613238,-3.9973138019229086,1
7.351850782524847,-5.9113659854834,1
-1.2322954330577813,-7.976921985543314,0
-1.1042267980528038,-6.225489336256217,2
-0.0543537936894497,-3.59350661447471,2
-3.270580740143332,-9.44615605050342,0
-0.3728370111021837,-2.8699898082626154,2
7.875274061369295,-4.363615079042543,1
-2.4087167270388936,-8.096420203726451,0
-0.8951747466458236,-10.23771992504832,0
5.001306740026007,-3.8123911034125335,1
-1.6389047484145363,-4.718457537409012,2
0.052125260271631335,-8.990556446208522,0
6.052498309208717,-4.582125842483509,1
-1.8610918005878963,-7.401701961138868,0
-0.004311305517822106,-5.861415303058423,2
-0.6113586834390816,-4.319778402585194,2
-2.728189489293997,-8.423766070410998,0
6.15510948148394,-4.197141112863248,1
-2.7366340400789415,-8.004159902948684,0
-1.5423059007859152,-9.272176822423946,0
0.9236657812384366,-3.701950553128844,2
6.798567886396256,-4.476264501192883,1
-0.7510518478816248,-3.3061743760822586,2
-2.0245520692467913,-1.9879940143750296,2
-2.122426745378286,-3.991029668830498,2
6.306656257174603,-1.9966853388382386,1
-2.0576370478755925,-10.108662152749762,0
-0.8153568422278132,-8.588685861520693,0
-0.29733645999368263,-4.400156456572186,2
5.447876874992258,-3.9458596595338813,1
-1.7778574688351776,-8.974056231479967,0
7.422222324571917,-4.207215812492278,1
0.5397459495196688,-5.32022491286134,2
-2.0798439560574904,-9.019547554277253,0
-1.8148824795977012,-8.336910203287662,0
6.5566997421089654,-2.424416729013484,1
-0.4741168612486052,-4.069294964410619,2
-1.4976839768254613,-8.997424919508845,0
4.575271777928748,-3.312560237944645,1
6.486826736960682,-2.4732728361484666,1
-0.9301005058134243,-3.665602826709088,2
-1.9841666288861615,-9.044251068783103,0
6.107176489836261,-2.5790871505975854,1
6.540333862587076,-3.674651474638999,1
-0.6864996702982007,-9.21668912291555,0
-1.540622993057102,-7.702700975821883,0
5.6864972647992165,-4.696891497015333,1
7.045549230354043,-3.9863182187776256,1
-1.2491494081700965,-8.911059243636059,0
-3.3632864271262415,-8.436676434156855,0
-1.2704897419653025,-8.80158695296867,0
-1.588343783378979,-3.6461107289944605,2
3.586940652533363,-4.046340403616473,1
-2.8987374863501847,-8.811356097195523,0
0.008579860601143352,-5.055477640923419,2
-1.4348368285588455,-9.714518995687907,0
-1.6506458269434443,-7.7854681107547865,0
5.526189385819251,-4.784306256931768,1
-0.6201623969413363,-7.1709863684662745,0
5.562944031572882,-4.682330794510952,1
5.185676976152927,-3.274801439028128,1
4.5835995101601155,-5.726928676727981,1
-3.3483276067718344,-9.33615218718946,0
-0.6665865775230512,-2.301978003155363,2
6.498380718394818,-3.783303961303289,1
-2.1003175300228176,-9.703752609167138,0
-0.07272919004809208,-2.449825552015966,2
5.144750536364527,-4.3904950824424915,1
0.961576671442478,-4.727434162297393,2
-2.3982598214289883,-3.06560586705592,2
-1.1608622735436054,-2.2842373058439076,2
-1.3890000055668228,-8.06985433714799,0
0.049598846186434065,-9.295848822387374,0
-3.5520810639399976,-9.113047945451715,0
-0.19749651832784842,-4.169535175591894,2
-0.2795759598981543,-3.0245418749773996,2
-1.6024044089660703,-9.688467495664364,0
-3.694309980724763,-8.72013012425509,0
-1.6084953513163125,-3.449509789148577,2
6.8129567512684845,-2.8973101617804504,1
-1.144507076365468,-8.294318684998359,0
0.7361616984432193,-3.9475643460008834,2
-0.019040650630502753,-6.225230434501475,2
-0.2899585922364747,-7.608596502216269,0
6.7408095536825225,-3.569683317626814,1
6.51419312763589,-4.161559427948877,1
7.394873662268694,-4.501492298233567,1
7.111935046268915,-4.966162343580145,1
-3.538944086977182,-9.512313851253264,0
-0.6290707163659337,-2.8345042338082354,2
7.167119314740362,-5.126769000000709,1
0.021997527272363815,-7.123329238592154,0
-2.588635194508823,-9.079072795198437,0
-1.2041392298399223,-9.065640934919466,0
-1.2743008358898364,-8.804539144665679,0
7.721974529213176,-5.205051578801864,1
-0.7748115389469157,-8.476861185604227,0
-1.5106435551156157,-9.625852319906565,0
-1.7520427012168955,-5.875470380887574,2
4.079680156635037,-5.604088178214278,1
-2.137764796015678,-4.87264349383467,2
6.133058313092582,-2.8182579495118545,1
-1.063665159716089,-10.09565169241427,0
6.45865182073102,-4.0790956931849465,1
-1.1572857746701126,-4.363179160770019,2
-1.4277326136227786,-4.3445191552308025,2
-0.8217289983722773,-3.973263627957696,2
4.996106429784384,-3.770414836842609,1
8.745207329877601,-4.18370240647632,1
5.642224597727355,-4.892344642088794,1
-1.5774280749856568,-10.634056399514936,0
-0.5791704464939686,-4.201586958018761,2
-2.4580312595363694,-2.5230467605969897,2
3.624196399519969,-4.531648897614932,1
-2.1883074076384315,-3.9819911154277183,2
6.022169067291851,-4.692321067248567,1
-1.7245606914357268,-7.575130947475103,0
0.4215698141076012,-5.177198880241264,2
-1.5836706455164624,-1.8485766589827133,2
-0.05908700094925434,-4.336962129824386,2
-4.727254027947355,-8.908402481262943,0
0.41336725639385996,-4.656401516707017,2
5.934515526830039,-4.143388570695674,1
-0.25430338959556487,-6.622460148818313,0
-0.9742314822662512,-9.220201458574833,0
7.093617402723479,-3.976189223219751,1
-0.8987473248659044,-4.1092555571716005,2
-1.4014520815009943,-8.00538129415031,0
-2.020153281607533,-7.571046136693258,0
-1.9453094497550332,-3.9818720906979914,2
