feature_1,feature_2,target
0.37934954904171525,-0.3476061025699812,1
1.8956585028129362,-0.05785848129410223,1
0.6833747310061101,0.6673133687066927,0
-0.3095067664948501,0.8549540338190317,0
-0.740940848712491,0.7470875412214201,0
-1.0249820152621154,0.06504506655551982,0
0.9352170865018823,0.4730915125038148,0
-0.3776688168014317,0.9935943247941528,0
0.10913888235867329,0.31416099165876077,1
1.2638604286391537,-0.4948212802288207,1
-1.0432592608282791,0.18687272813659916,0
-0.07755365821024343,1.0521791140373915,0
1.009215402598243,0.11828693340775805,0
1.967572454919129,0.4918286004339448,1
0.7547337111425169,-0.5186285765773722,1
-1.0444313523881565,0.014032940427337583,0
0.0644470179613903,0.3172557677921515,1
0.6139181870524468,-0.510678153744473,1
1.4074174856532027,-0.408410470390021,1
-0.6272302703403918,0.7861402207352012,0
0.8241829690710061,-0.42363646890976037,1
0.6821371351311022,-0.5199740374342023,1
-0.5524722463141508,0.8534459547764317,0
1.8166695180740262,-0.12979359445434105,1
1.1602777567550828,-0.5382644710483593,1
0.05676654355202018,0.42396486355090884,1
1.6028874174631764,-0.30166435061568775,1
0.01868368554858891,0.1443150738786177,1
-0.8444807264035591,0.5505478608161164,0
0.06141850846477988,0.24842780413891707,1
1.6845104006523057,-0.2599020828776756,1
0.1821556184008204,-0.011274156737595145,1
0.7817141824245696,-0.4831416383245008,1
0.44102390408604186,0.9372006998075815,0
0.24920568047146766,-0.09239182430137122,1
1.1321943339883798,-0.45382143364026073,1
1.0050974027798485,0.08346875485293025,0
0.8334548163980852,0.6680238891999506,0
1.7391308201867888,-0.1899408054771691,1
0.9612020336961664,0.2287303701548716,0
0.7850796356739639,0.6212942603438373,0
0.7409813544764206,0.6392802183327411,0
1.7001890846411543,-0.22707480433234012,1
0.06082195258398815,0.2241183454924388,1
0.6334552589222966,0.7550521804184661,0
0.917321095241066,0.5262263147921619,0
1.5724748275002096,-0.3193705295215454,1
-0.15219290662723517,0.9911786637390221,0
0.14058338942520404,1.0015214733726419,0
-0.12191270677330893,0.954442736511385,0
-0.0048048986845267245,0.9611216993046007,0
-0.005565328357670034,0.21116749226393958,1
-0.609846232486711,0.8089173317579895,0
1.9158142211518157,0.1389635001311773,1
-0.8995762383174873,0.3463304697289816,0
0.10622623346906092,0.9650024623878853,0
1.5599260882535666,-0.26996843557799294,1
2.027308436745349,0.33865629358202776,1
0.2191571987496715,0.0030302153731082554,1
0.02842490697608655,0.2509200256088887,1
1.9569423121165506,0.41914349208037743,1
0.39563870243130494,0.8769354116346977,0
-0.1727290872180271,0.9976857749465092,0
0.562028305369848,0.8275452931568091,0
-0.9514803091487121,0.10735920545147185,0
-0.7756686552824378,0.6484230755436334,0
1.5382911084218915,-0.29778720788914,1
1.9439659757713441,0.09515013755006022,1
1.6073831810171857,-0.3187884168330789,1
-0.9155637415504772,0.20940657784120026,0
0.5284823697659932,-0.2999368513911187,1
0.02627508064394339,0.015385612651532724,1
0.9508722780460624,-0.43312762789084314,1
0.2096089685988453,0.9869910846044168,0
0.050886595819419844,0.41732776960833134,1
0.07878259506665938,0.2745341987098524,1
0.6625525367636346,-0.39588385250156943,1
1.5755914925822807,-0.30351385613953213,1
-1.0596409436963976,0.25894407106120443,0
2.0055895126717034,0.14899170639732717,1
1.8421904275396248,0.046352319734507375,1
1.8623134302674273,0.09666816036967632,1
-0.9437070630606738,0.18836427705491085,0
0.2620954135510854,0.9606301169572473,0
2.012520338636593,0.2009897471871728,1
1.7496888401947064,-0.04071348309280655,1
1.235916228823282,-0.36882767471595973,1
-0.9777828262508619,0.17655733864671677,0
0.1014526886477627,0.17321473521075115,1
0.8057120373952593,-0.517414302410392,1
0.22430244741756222,-0.147064872408113,1
1.8806638119949035,0.2167810347031726,1
0.013326798296223536,0.47804624992450656,1
-0.5347813000961694,0.830937196962673,0
0.3159750559183711,0.8722319167711076,0
0.3819124123539943,0.9077536539905767,0
-0.047380193715760174,1.072694514535014,0
-0.6182429310352013,0.757470968205218,0
-0.9890946588000784,0.05046629216524502,0
0.3769244031133542,0.8995099517350013,0
1.4603258741896084,-0.32910147327121997,1
0.10513884582446016,0.5140550413377432,1
0.8565665071318517,-0.4612956992502461,1
0.40719746576357685,-0.4217100259424909,1
-0.8007924575854615,0.693391689263144,0
1.7671868219858524,-0.06686718600976,1
-0.20319814781714923,1.026490767191061,0
