X1,X2,Center
7.465872731944097,-2.1125147873739585,0
6.39679393517998,-2.0665721310139946,0
8.427336434466792,-1.4022702214331264,0
8.827715636177194,-1.571837617207185,0
7.4099990460596254,-2.602010158547776,0
8.589178677474028,-2.43512346276521,0
8.285655660409198,-1.5371758772127089,0
8.262323965619931,-3.401977544880122,0
7.448972204035189,-1.3315799226898604,0
7.896618352580117,-2.7228392415085296,0
8.470681448299082,-2.5986648686652445,0
7.401104593891182,-1.1883767968228107,0
8.356431585456606,-2.1089407061859666,0
8.06480122265688,-2.395903394070775,0
8.28705145219418,-2.571781199911063,0
7.511904728443024,-2.0919922128071105,0
7.0701655956121385,-0.313529426288353,0
8.343852961310565,-1.2876411226534619,0
8.399250950817619,-2.1370398894391784,0
8.166945477061825,-1.546463341587246,0
7.356374883562178,-2.3929668298323765,0
7.231607985092544,-2.3551345492981692,0
9.123130428816067,-1.133147016340385,0
8.57943870950848,-0.05269123852668822,0
8.843896348956003,-2.194714336402032,0
7.916106615958922,-1.7835001655547424,0
7.847749626168137,-0.8701514316237503,0
8.604025005632812,-1.7604453273269167,0
7.900211759851876,-2.089920952835871,0
7.765773847242428,-1.1791843969816187,0
7.800725635581253,-2.733515826688246,0
7.828533064801007,-1.465718946255726,0
8.31012319781529,-0.693221448971806,0
8.52351822909151,-0.4431168485094299,0
7.603374451956152,-2.131819405793131,0
7.554454186829423,-2.8805992101917033,0
7.716795158106652,-1.1811993321856427,0
7.5344797454698815,-1.084890201938288,0
7.507492755698252,-3.377610689313795,0
8.02366718546149,-2.7186254290762593,0
8.244851359503947,-0.4331098774660438,0
7.177718020627841,-2.1808591637966064,0
8.740771775794906,-1.6949934967912827,0
8.368144185922198,-2.5553270736362768,0
7.883437028840255,-1.8974192749113872,0
6.876054301847844,-1.4791027899167126,0
8.145545649937615,-1.8272325458319074,0
7.6891803751939465,-1.7917410376811163,0
6.456840255138034,-2.8848690618781605,0
9.30293900260745,-2.7839020777043175,0
7.794553692356769,-2.420430687938656,0
7.550199332011454,-2.3760527813130836,0
7.46959997141049,-2.392179993021128,0
9.377387162087794,-1.1860674135089093,0
7.715143038175163,-1.66360571739019,0
7.7907991468436055,-1.924839943716399,0
8.272134680959848,-2.6497361091399743,0
8.757396421891759,-1.9410435470119052,0
8.475484400003646,-3.1264684577635027,0
8.615200372960805,-2.405458356890081,0
7.145482201568074,-1.7390492902086125,0
7.343335828105572,-1.2144081791287333,0
7.577314151261491,-1.6778841778867453,0
8.097161530605891,-1.1390987066956426,0
8.585972290561175,-2.924055085845345,0
7.635493973860383,-1.5258686746683152,0
8.971717655369433,-2.31881541683925,0
7.723424416340762,-2.1498938846852815,0
8.594123876534896,-0.8226848981909058,0
6.858326926181254,-1.393062160565027,0
6.590303711474597,-1.8199303906484654,0
8.581956177809085,-2.253628676384013,0
6.865389706299298,-0.46108669436442873,0
7.9080584141108305,-3.0256176188801103,0
7.168379358408449,-2.6134242278502646,0
8.597990108113134,-1.0833022122786495,0
7.612560672275526,-2.330576527008729,0
8.79992390353336,-1.1471144715134567,0
6.865684704882961,-1.911308723852166,0
8.82700075352632,-0.8268486105923913,0
8.921969601640864,-2.761176655824447,0
8.165775763147769,-1.7347208654754516,0
7.830078338233363,-1.6406151354287595,0
8.665805748587738,-1.831883970661893,0
7.415391679903245,-1.7065624503521126,0
7.999775010124925,-1.0448919717724783,0
8.34718323373482,-0.49106367781791005,0
9.172965121260715,-2.6950988059961354,0
8.323395676517324,-1.3648538164760466,0
7.4544971529877415,-1.339192264749527,0
7.57443542564649,-1.5722638001891704,0
7.628615058593995,-2.3704956014384866,0
6.410185281685137,-1.3032075725882173,0
6.943616116659084,-1.4504801178167752,0
8.577024558799666,-2.452455916840235,0
6.765969278942785,-1.4588898675664783,0
8.403956490859999,-2.274101106390003,0
8.210429684322648,-1.6831292206988073,0
7.536195189880815,-2.7229016826246353,0
8.142469371596688,-1.9043654034844173,0
8.831108065538844,-1.063837376207995,0
9.615303708458567,-1.2415186521928754,0
6.7336297206789695,-2.3219309780249153,0
7.288873103781328,-1.3009976190979236,0
7.865428772521118,-1.9780284179301435,0
8.214047109379178,-1.5120583957450728,0
